LINEUP,OFF_RTG,OFF_TIME,POSSESSIONS,POINTS,MADE2,MISS2,MADE3,MISS3,MADE_FT,MISS_FT,OFF_REB,DEF_REB,TOV,FOUL,FGA,FGM,3PT_IN_POSS,FT_IN_POSS,PICK_ROLL_BALL_HANDLER,PICK_ROLL_MAN,ISOLATION,POST_UP,SPOT_UP,OFF_SCREEN,HAND_OFF,TRANSITION,CUT,OFFENSIVE_REBOUND,OFF_THE_BALL,PICK_ROLL_BALL_HANDLER_POINTS,PICK_ROLL_MAN_POINTS,ISOLATION_POINTS,POST_UP_POINTS,SPOT_UP_POINTS,OFF_SCREEN_POINTS,HAND_OFF_POINTS,TRANSITION_POINTS,CUT_POINTS,OFFENSIVE_REBOUND_POINTS,OFF_THE_BALL_POINTS,PICK_ROLL_BALL_HANDLER_MADE2,PICK_ROLL_BALL_HANDLER_MISS2,PICK_ROLL_BALL_HANDLER_MADE3,PICK_ROLL_BALL_HANDLER_MISS3,PICK_ROLL_BALL_HANDLER_MADE_FT,PICK_ROLL_BALL_HANDLER_MISS_FT,PICK_ROLL_BALL_HANDLER_OFF_REB,PICK_ROLL_BALL_HANDLER_DEF_REB,PICK_ROLL_BALL_HANDLER_TOV,PICK_ROLL_BALL_HANDLER_FOUL,PICK_ROLL_BALL_HANDLER_FGA,PICK_ROLL_BALL_HANDLER_FGM,PICK_ROLL_BALL_HANDLER_3PT_IN_POSS,PICK_ROLL_BALL_HANDLER_FT_IN_POSS,PICK_ROLL_MAN_MADE2,PICK_ROLL_MAN_MISS2,PICK_ROLL_MAN_MADE3,PICK_ROLL_MAN_MISS3,PICK_ROLL_MAN_MADE_FT,PICK_ROLL_MAN_MISS_FT,PICK_ROLL_MAN_OFF_REB,PICK_ROLL_MAN_DEF_REB,PICK_ROLL_MAN_TOV,PICK_ROLL_MAN_FOUL,PICK_ROLL_MAN_FGA,PICK_ROLL_MAN_FGM,PICK_ROLL_MAN_3PT_IN_POSS,PICK_ROLL_MAN_FT_IN_POSS,ISOLATION_MADE2,ISOLATION_MISS2,ISOLATION_MADE3,ISOLATION_MISS3,ISOLATION_MADE_FT,ISOLATION_MISS_FT,ISOLATION_OFF_REB,ISOLATION_DEF_REB,ISOLATION_TOV,ISOLATION_FOUL,ISOLATION_FGA,ISOLATION_FGM,ISOLATION_3PT_IN_POSS,ISOLATION_FT_IN_POSS,POST_UP_MADE2,POST_UP_MISS2,POST_UP_MADE3,POST_UP_MISS3,POST_UP_MADE_FT,POST_UP_MISS_FT,POST_UP_OFF_REB,POST_UP_DEF_REB,POST_UP_TOV,POST_UP_FOUL,POST_UP_FGA,POST_UP_FGM,POST_UP_3PT_IN_POSS,POST_UP_FT_IN_POSS,SPOT_UP_MADE2,SPOT_UP_MISS2,SPOT_UP_MADE3,SPOT_UP_MISS3,SPOT_UP_MADE_FT,SPOT_UP_MISS_FT,SPOT_UP_OFF_REB,SPOT_UP_DEF_REB,SPOT_UP_TOV,SPOT_UP_FOUL,SPOT_UP_FGA,SPOT_UP_FGM,SPOT_UP_3PT_IN_POSS,SPOT_UP_FT_IN_POSS,OFF_SCREEN_MADE2,OFF_SCREEN_MISS2,OFF_SCREEN_MADE3,OFF_SCREEN_MISS3,OFF_SCREEN_MADE_FT,OFF_SCREEN_MISS_FT,OFF_SCREEN_OFF_REB,OFF_SCREEN_DEF_REB,OFF_SCREEN_TOV,OFF_SCREEN_FOUL,OFF_SCREEN_FGA,OFF_SCREEN_FGM,OFF_SCREEN_3PT_IN_POSS,OFF_SCREEN_FT_IN_POSS,HAND_OFF_MADE2,HAND_OFF_MISS2,HAND_OFF_MADE3,HAND_OFF_MISS3,HAND_OFF_MADE_FT,HAND_OFF_MISS_FT,HAND_OFF_OFF_REB,HAND_OFF_DEF_REB,HAND_OFF_TOV,HAND_OFF_FOUL,HAND_OFF_FGA,HAND_OFF_FGM,HAND_OFF_3PT_IN_POSS,HAND_OFF_FT_IN_POSS,TRANSITION_MADE2,TRANSITION_MISS2,TRANSITION_MADE3,TRANSITION_MISS3,TRANSITION_MADE_FT,TRANSITION_MISS_FT,TRANSITION_OFF_REB,TRANSITION_DEF_REB,TRANSITION_TOV,TRANSITION_FOUL,TRANSITION_FGA,TRANSITION_FGM,TRANSITION_3PT_IN_POSS,TRANSITION_FT_IN_POSS,CUT_MADE2,CUT_MISS2,CUT_MADE3,CUT_MISS3,CUT_MADE_FT,CUT_MISS_FT,CUT_OFF_REB,CUT_DEF_REB,CUT_TOV,CUT_FOUL,CUT_FGA,CUT_FGM,CUT_3PT_IN_POSS,CUT_FT_IN_POSS,OFFENSIVE_REBOUND_MADE2,OFFENSIVE_REBOUND_MISS2,OFFENSIVE_REBOUND_MADE3,OFFENSIVE_REBOUND_MISS3,OFFENSIVE_REBOUND_MADE_FT,OFFENSIVE_REBOUND_MISS_FT,OFFENSIVE_REBOUND_OFF_REB,OFFENSIVE_REBOUND_DEF_REB,OFFENSIVE_REBOUND_TOV,OFFENSIVE_REBOUND_FOUL,OFFENSIVE_REBOUND_FGA,OFFENSIVE_REBOUND_FGM,OFFENSIVE_REBOUND_3PT_IN_POSS,OFFENSIVE_REBOUND_FT_IN_POSS,OFF_THE_BALL_MADE2,OFF_THE_BALL_MISS2,OFF_THE_BALL_MADE3,OFF_THE_BALL_MISS3,OFF_THE_BALL_MADE_FT,OFF_THE_BALL_MISS_FT,OFF_THE_BALL_OFF_REB,OFF_THE_BALL_DEF_REB,OFF_THE_BALL_TOV,OFF_THE_BALL_FOUL,OFF_THE_BALL_FGA,OFF_THE_BALL_FGM,OFF_THE_BALL_3PT_IN_POSS,OFF_THE_BALL_FT_IN_POSS,PICK_ROLL_BALL_HANDLER_PPP,PICK_ROLL_BALL_HANDLER_TOV_RATE,PICK_ROLL_BALL_HANDLER_FT_RATE,PICK_ROLL_BALL_HANDLER_eFG%,PICK_ROLL_MAN_PPP,PICK_ROLL_MAN_TOV_RATE,PICK_ROLL_MAN_FT_RATE,PICK_ROLL_MAN_eFG%,ISOLATION_PPP,ISOLATION_TOV_RATE,ISOLATION_FT_RATE,ISOLATION_eFG%,POST_UP_PPP,POST_UP_TOV_RATE,POST_UP_FT_RATE,POST_UP_eFG%,SPOT_UP_PPP,SPOT_UP_TOV_RATE,SPOT_UP_FT_RATE,SPOT_UP_eFG%,OFF_SCREEN_PPP,OFF_SCREEN_TOV_RATE,OFF_SCREEN_FT_RATE,OFF_SCREEN_eFG%,HAND_OFF_PPP,HAND_OFF_TOV_RATE,HAND_OFF_FT_RATE,HAND_OFF_eFG%,TRANSITION_PPP,TRANSITION_TOV_RATE,TRANSITION_FT_RATE,TRANSITION_eFG%,CUT_PPP,CUT_TOV_RATE,CUT_FT_RATE,CUT_eFG%,OFFENSIVE_REBOUND_PPP,OFFENSIVE_REBOUND_TOV_RATE,OFFENSIVE_REBOUND_FT_RATE,OFFENSIVE_REBOUND_eFG%,OFF_THE_BALL_PPP,OFF_THE_BALL_TOV_RATE,OFF_THE_BALL_FT_RATE,OFF_THE_BALL_eFG%,DEF_RTG,DEF_TIME,OPPONENT_POSSESSIONS,OPPONENT_POINTS,OPPONENT_MADE2,OPPONENT_MISS2,OPPONENT_MADE3,OPPONENT_MISS3,OPPONENT_MADE_FT,OPPONENT_MISS_FT,OPPONENT_OFF_REB,OPPONENT_DEF_REB,OPPONENT_TOV,OPPONENT_FOUL,OPPONENT_FGA,OPPONENT_FGM,OPPONENT_3PT_IN_POSS,OPPONENT_FT_IN_POSS,OPPONENT_PICK_ROLL_BALL_HANDLER,OPPONENT_PICK_ROLL_MAN,OPPONENT_ISOLATION,OPPONENT_POST_UP,OPPONENT_SPOT_UP,OPPONENT_OFF_SCREEN,OPPONENT_HAND_OFF,OPPONENT_TRANSITION,OPPONENT_CUT,OPPONENT_OFFENSIVE_REBOUND,OPPONENT_OFF_THE_BALL,OPPONENT_PICK_ROLL_BALL_HANDLER_POINTS,OPPONENT_PICK_ROLL_MAN_POINTS,OPPONENT_ISOLATION_POINTS,OPPONENT_POST_UP_POINTS,OPPONENT_SPOT_UP_POINTS,OPPONENT_OFF_SCREEN_POINTS,OPPONENT_HAND_OFF_POINTS,OPPONENT_TRANSITION_POINTS,OPPONENT_CUT_POINTS,OPPONENT_OFFENSIVE_REBOUND_POINTS,OPPONENT_OFF_THE_BALL_POINTS,OPPONENT_PICK_ROLL_BALL_HANDLER_MADE2,OPPONENT_PICK_ROLL_BALL_HANDLER_MISS2,OPPONENT_PICK_ROLL_BALL_HANDLER_MADE3,OPPONENT_PICK_ROLL_BALL_HANDLER_MISS3,OPPONENT_PICK_ROLL_BALL_HANDLER_MADE_FT,OPPONENT_PICK_ROLL_BALL_HANDLER_MISS_FT,OPPONENT_PICK_ROLL_BALL_HANDLER_OFF_REB,OPPONENT_PICK_ROLL_BALL_HANDLER_DEF_REB,OPPONENT_PICK_ROLL_BALL_HANDLER_TOV,OPPONENT_PICK_ROLL_BALL_HANDLER_FOUL,OPPONENT_PICK_ROLL_BALL_HANDLER_FGA,OPPONENT_PICK_ROLL_BALL_HANDLER_FGM,OPPONENT_PICK_ROLL_BALL_HANDLER_3PT_IN_POSS,OPPONENT_PICK_ROLL_BALL_HANDLER_FT_IN_POSS,OPPONENT_PICK_ROLL_MAN_MADE2,OPPONENT_PICK_ROLL_MAN_MISS2,OPPONENT_PICK_ROLL_MAN_MADE3,OPPONENT_PICK_ROLL_MAN_MISS3,OPPONENT_PICK_ROLL_MAN_MADE_FT,OPPONENT_PICK_ROLL_MAN_MISS_FT,OPPONENT_PICK_ROLL_MAN_OFF_REB,OPPONENT_PICK_ROLL_MAN_DEF_REB,OPPONENT_PICK_ROLL_MAN_TOV,OPPONENT_PICK_ROLL_MAN_FOUL,OPPONENT_PICK_ROLL_MAN_FGA,OPPONENT_PICK_ROLL_MAN_FGM,OPPONENT_PICK_ROLL_MAN_3PT_IN_POSS,OPPONENT_PICK_ROLL_MAN_FT_IN_POSS,OPPONENT_ISOLATION_MADE2,OPPONENT_ISOLATION_MISS2,OPPONENT_ISOLATION_MADE3,OPPONENT_ISOLATION_MISS3,OPPONENT_ISOLATION_MADE_FT,OPPONENT_ISOLATION_MISS_FT,OPPONENT_ISOLATION_OFF_REB,OPPONENT_ISOLATION_DEF_REB,OPPONENT_ISOLATION_TOV,OPPONENT_ISOLATION_FOUL,OPPONENT_ISOLATION_FGA,OPPONENT_ISOLATION_FGM,OPPONENT_ISOLATION_3PT_IN_POSS,OPPONENT_ISOLATION_FT_IN_POSS,OPPONENT_POST_UP_MADE2,OPPONENT_POST_UP_MISS2,OPPONENT_POST_UP_MADE3,OPPONENT_POST_UP_MISS3,OPPONENT_POST_UP_MADE_FT,OPPONENT_POST_UP_MISS_FT,OPPONENT_POST_UP_OFF_REB,OPPONENT_POST_UP_DEF_REB,OPPONENT_POST_UP_TOV,OPPONENT_POST_UP_FOUL,OPPONENT_POST_UP_FGA,OPPONENT_POST_UP_FGM,OPPONENT_POST_UP_3PT_IN_POSS,OPPONENT_POST_UP_FT_IN_POSS,OPPONENT_SPOT_UP_MADE2,OPPONENT_SPOT_UP_MISS2,OPPONENT_SPOT_UP_MADE3,OPPONENT_SPOT_UP_MISS3,OPPONENT_SPOT_UP_MADE_FT,OPPONENT_SPOT_UP_MISS_FT,OPPONENT_SPOT_UP_OFF_REB,OPPONENT_SPOT_UP_DEF_REB,OPPONENT_SPOT_UP_TOV,OPPONENT_SPOT_UP_FOUL,OPPONENT_SPOT_UP_FGA,OPPONENT_SPOT_UP_FGM,OPPONENT_SPOT_UP_3PT_IN_POSS,OPPONENT_SPOT_UP_FT_IN_POSS,OPPONENT_OFF_SCREEN_MADE2,OPPONENT_OFF_SCREEN_MISS2,OPPONENT_OFF_SCREEN_MADE3,OPPONENT_OFF_SCREEN_MISS3,OPPONENT_OFF_SCREEN_MADE_FT,OPPONENT_OFF_SCREEN_MISS_FT,OPPONENT_OFF_SCREEN_OFF_REB,OPPONENT_OFF_SCREEN_DEF_REB,OPPONENT_OFF_SCREEN_TOV,OPPONENT_OFF_SCREEN_FOUL,OPPONENT_OFF_SCREEN_FGA,OPPONENT_OFF_SCREEN_FGM,OPPONENT_OFF_SCREEN_3PT_IN_POSS,OPPONENT_OFF_SCREEN_FT_IN_POSS,OPPONENT_HAND_OFF_MADE2,OPPONENT_HAND_OFF_MISS2,OPPONENT_HAND_OFF_MADE3,OPPONENT_HAND_OFF_MISS3,OPPONENT_HAND_OFF_MADE_FT,OPPONENT_HAND_OFF_MISS_FT,OPPONENT_HAND_OFF_OFF_REB,OPPONENT_HAND_OFF_DEF_REB,OPPONENT_HAND_OFF_TOV,OPPONENT_HAND_OFF_FOUL,OPPONENT_HAND_OFF_FGA,OPPONENT_HAND_OFF_FGM,OPPONENT_HAND_OFF_3PT_IN_POSS,OPPONENT_HAND_OFF_FT_IN_POSS,OPPONENT_TRANSITION_MADE2,OPPONENT_TRANSITION_MISS2,OPPONENT_TRANSITION_MADE3,OPPONENT_TRANSITION_MISS3,OPPONENT_TRANSITION_MADE_FT,OPPONENT_TRANSITION_MISS_FT,OPPONENT_TRANSITION_OFF_REB,OPPONENT_TRANSITION_DEF_REB,OPPONENT_TRANSITION_TOV,OPPONENT_TRANSITION_FOUL,OPPONENT_TRANSITION_FGA,OPPONENT_TRANSITION_FGM,OPPONENT_TRANSITION_3PT_IN_POSS,OPPONENT_TRANSITION_FT_IN_POSS,OPPONENT_CUT_MADE2,OPPONENT_CUT_MISS2,OPPONENT_CUT_MADE3,OPPONENT_CUT_MISS3,OPPONENT_CUT_MADE_FT,OPPONENT_CUT_MISS_FT,OPPONENT_CUT_OFF_REB,OPPONENT_CUT_DEF_REB,OPPONENT_CUT_TOV,OPPONENT_CUT_FOUL,OPPONENT_CUT_FGA,OPPONENT_CUT_FGM,OPPONENT_CUT_3PT_IN_POSS,OPPONENT_CUT_FT_IN_POSS,OPPONENT_OFFENSIVE_REBOUND_MADE2,OPPONENT_OFFENSIVE_REBOUND_MISS2,OPPONENT_OFFENSIVE_REBOUND_MADE3,OPPONENT_OFFENSIVE_REBOUND_MISS3,OPPONENT_OFFENSIVE_REBOUND_MADE_FT,OPPONENT_OFFENSIVE_REBOUND_MISS_FT,OPPONENT_OFFENSIVE_REBOUND_OFF_REB,OPPONENT_OFFENSIVE_REBOUND_DEF_REB,OPPONENT_OFFENSIVE_REBOUND_TOV,OPPONENT_OFFENSIVE_REBOUND_FOUL,OPPONENT_OFFENSIVE_REBOUND_FGA,OPPONENT_OFFENSIVE_REBOUND_FGM,OPPONENT_OFFENSIVE_REBOUND_3PT_IN_POSS,OPPONENT_OFFENSIVE_REBOUND_FT_IN_POSS,OPPONENT_OFF_THE_BALL_MADE2,OPPONENT_OFF_THE_BALL_MISS2,OPPONENT_OFF_THE_BALL_MADE3,OPPONENT_OFF_THE_BALL_MISS3,OPPONENT_OFF_THE_BALL_MADE_FT,OPPONENT_OFF_THE_BALL_MISS_FT,OPPONENT_OFF_THE_BALL_OFF_REB,OPPONENT_OFF_THE_BALL_DEF_REB,OPPONENT_OFF_THE_BALL_TOV,OPPONENT_OFF_THE_BALL_FOUL,OPPONENT_OFF_THE_BALL_FGA,OPPONENT_OFF_THE_BALL_FGM,OPPONENT_OFF_THE_BALL_3PT_IN_POSS,OPPONENT_OFF_THE_BALL_FT_IN_POSS,OPPONENT_PICK_ROLL_BALL_HANDLER_PPP,OPPONENT_PICK_ROLL_BALL_HANDLER_TOV_RATE,OPPONENT_PICK_ROLL_BALL_HANDLER_FT_RATE,OPPONENT_PICK_ROLL_BALL_HANDLER_eFG%,OPPONENT_PICK_ROLL_MAN_PPP,OPPONENT_PICK_ROLL_MAN_TOV_RATE,OPPONENT_PICK_ROLL_MAN_FT_RATE,OPPONENT_PICK_ROLL_MAN_eFG%,OPPONENT_ISOLATION_PPP,OPPONENT_ISOLATION_TOV_RATE,OPPONENT_ISOLATION_FT_RATE,OPPONENT_ISOLATION_eFG%,OPPONENT_POST_UP_PPP,OPPONENT_POST_UP_TOV_RATE,OPPONENT_POST_UP_FT_RATE,OPPONENT_POST_UP_eFG%,OPPONENT_SPOT_UP_PPP,OPPONENT_SPOT_UP_TOV_RATE,OPPONENT_SPOT_UP_FT_RATE,OPPONENT_SPOT_UP_eFG%,OPPONENT_OFF_SCREEN_PPP,OPPONENT_OFF_SCREEN_TOV_RATE,OPPONENT_OFF_SCREEN_FT_RATE,OPPONENT_OFF_SCREEN_eFG%,OPPONENT_HAND_OFF_PPP,OPPONENT_HAND_OFF_TOV_RATE,OPPONENT_HAND_OFF_FT_RATE,OPPONENT_HAND_OFF_eFG%,OPPONENT_TRANSITION_PPP,OPPONENT_TRANSITION_TOV_RATE,OPPONENT_TRANSITION_FT_RATE,OPPONENT_TRANSITION_eFG%,OPPONENT_CUT_PPP,OPPONENT_CUT_TOV_RATE,OPPONENT_CUT_FT_RATE,OPPONENT_CUT_eFG%,OPPONENT_OFFENSIVE_REBOUND_PPP,OPPONENT_OFFENSIVE_REBOUND_TOV_RATE,OPPONENT_OFFENSIVE_REBOUND_FT_RATE,OPPONENT_OFFENSIVE_REBOUND_eFG%,OPPONENT_OFF_THE_BALL_PPP,OPPONENT_OFF_THE_BALL_TOV_RATE,OPPONENT_OFF_THE_BALL_FT_RATE,OPPONENT_OFF_THE_BALL_eFG%,NET_RTG,SECONDS,OFF_REB%,DEF_REB%,DATE,GAME_ID,TEAM
179/180/182/183/184,300.0,13.0,1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,150.0,57.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.0,150.0,70.0,,0.0,2018-05-27,183,Hapoel Jerusalem
